State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2025-05-16
Average Price,Average Price,42.61,,31.32,36.69,86.54,126.39,117.52,111.32,88.06,45.82,58.85,188.38,169.79,154.5,146.97,160.8,135.5,54.53,269.32,21.39,24.32,26.85,23.22,37.39,42.61,41.49,53.95,46.11,96.69,653.16,58.23,76.1,35.83,87.22,37.21,44.47,29.05,16.34,49.19,,,2025-05-16
Maximum Price,Maximum Price,63,,55,70,140,190,153,145,130,62,82,264,242,220,196,209,182,120,520,31,60,60,100,86,85,80,103,100,140,927,75,120,90,185,100,125,69,45,120,,,2025-05-16
Minimum Price,Minimum Price,26,,22,26,69,95,81,82,72,38,40,148,130,103,101,115,88,37,150,10,11,10,7,23,22,30,31,28,59,477,45,45,8,55,22,25,12,9,22,,,2025-05-16
Modal Price,Modal Price,40,,28,35,80,120,120,110,90,45,55,176,165,176,154,165,132,50,240,20,20,20,20,35,40,40,50,40,100,659,60,72,30,90,30,40,25,15,40,,,2025-05-16
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-16
Chandigarh,Chandigarh,42,,33,39,86,127,118,111,88,46,59,211,189,157,163,176,147,55,269,28,20,27,22,37,43,42,54,46,97,681,58,76,35,87,37,45,29,16,50,,,2025-05-16
Delhi,Delhi,40,,33,35,88,135,130,118,90,46,57,200,165,174,163,178,149,58,238,27,20,28,22,30,37,39,53,40,111,528,58,72,40,89,38,34,33,15,38,,,2025-05-16
Haryana,Hisar,40,,28,34,85,133,110,105,80,45,61,214,163,158,157,171,136,49,243,28,17,23,23,26,37,39,56,40,91,604,60,76,39,81,44,39,35,15,58,,,2025-05-16
Haryana,Karnal,40,,24,30,80,150,120,110,80,45,70,191,154,176,132,176,132,50,250,28,18,20,20,23,40,30,70,35,90,672,60,96,40,80,40,40,30,12,60,,,2025-05-16
Haryana,Panchkula,40,,30,42,87,135,122,115,92,47,63,196,154,118,128,133,100,54,211,27,25,40,30,26,38,32,55,40,85,607,54,70,30,80,35,40,35,20,51,,,2025-05-16
Haryana,Gurgaon,36,,29,32,86,165,115,116,80,42,56,222,153,123,129,142,104,55,227,20,17,26,20,25,37,35,37,36,92,550,58,96,35,70,37,32,26,15,65,,,2025-05-16
Himachal Pradesh,Shimla,42,,NR,35,83,135,135,113,81,48,60,214,192,171,154,NR,NR,52,230,28,20,27,30,38,NR,39,NR,41,108,670,58,66,30,90,39,44,26,17,50,,,2025-05-16
Himachal Pradesh,Mandi,38,,NR,35,84,135,133,115,84,48,50,226,191,166,152,165,NR,48,270,30,15,25,23,33,NR,36,NR,35,105,676,60,72,25,85,43,43,28,16,58,,,2025-05-16
Himachal Pradesh,Dharamshala,30,,NR,29,86,136,132,119,89,47,40,NR,192,175,170,NR,NR,51,230,28,20,30,25,32,NR,34,55,40,93,590,59,70,30,97,49,42,34,15,60,,,2025-05-16
Himachal Pradesh,Solan,37,,NR,35,82,130,122,108,83,47,57,203,191,172,147,181,NR,50,235,30,18,22,20,34,35,39,NR,39,105,608,60,81,35,88,43,37,32,19,57,,,2025-05-16
