Date,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Month,Year
2009-11-01,20.8,21.0,20.45,36.0,92.9,82.0,85.35,66.2,33.45,21.0,66.35,66.35,53.1,,56.3,38.45,,314.5,12.0,22.4,23.6,18.0,11,2009
2009-12-01,22.0,21.0,21.38095238095238,36.0,89.9047619047619,79.9047619047619,87.52380952380952,68.0,34.0,21.0,72.76190476190476,69.52380952380952,54.285714285714285,,58.0,41.666666666666664,,327.6190476190476,12.0,22.0,26.0,22.0,12,2009
2010-01-01,22.0,21.333333333333332,22.0,35.857142857142854,86.47619047619048,77.9047619047619,85.0,,36.666666666666664,21.0,74.33333333333333,72.23809523809524,54.666666666666664,,58.0,42.0,,340.0,12.0,22.095238095238095,24.476190476190474,24.0,1,2009
2010-02-01,21.8,22.0,22.55,33.6,73.3,71.9,80.85,,41.8,21.0,75.0,72.35,54.0,,57.25,41.35,,339.0,12.0,13.4,18.3,13.4,2,2010
2010-03-01,20.0,21.36842105263158,23.0,32.0,65.42105263157895,66.42105263157895,81.73684210526316,50.0,34.68421052631579,21.0,73.78947368421052,68.42105263157895,54.421052631578945,,57.0,42.10526315789474,,330.5263157894737,12.0,10.526315789473685,12.736842105263158,6.842105263157895,3,2010
2010-04-01,20.0,21.0,22.3,32.0,71.5,69.5,88.85,50.0,31.75,21.0,73.15,68.45,55.0,,56.05,41.65,,267.5,12.0,10.7,10.0,13.9,4,2010
2010-05-01,20.0,20.3,22.0,32.0,72.0,74.75,91.7,52.0,30.15,21.0,74.15,67.75,55.2,,56.1,41.75,,240.0,12.0,12.9,10.6,23.8,5,2010
2010-06-01,20.0,21.0,22.0,32.0,72.0,79.9090909090909,91.45454545454545,51.18181818181818,29.59090909090909,21.0,79.0909090909091,65.5909090909091,58.0,,56.59090909090909,42.72727272727273,,240.0,12.0,14.045454545454545,12.0,25.90909090909091,6,2010
2010-07-01,20.0,21.818181818181817,22.772727272727273,32.63636363636363,71.0909090909091,79.72727272727273,84.86363636363636,49.72727272727273,29.0,21.0,85.13636363636364,66.54545454545455,58.09090909090909,,57.27272727272727,43.27272727272727,,240.0,12.0,13.818181818181818,12.0,29.90909090909091,7,2010
2010-08-01,20.40909090909091,22.0,23.40909090909091,34.0,66.9090909090909,78.0,77.0909090909091,47.59090909090909,28.954545454545453,21.0,89.63636363636364,72.63636363636364,60.04545454545455,,63.36363636363637,48.31818181818182,,240.0,12.0,13.545454545454545,14.227272727272727,13.090909090909092,8,2010
2010-09-01,21.0,22.0,23.61904761904762,35.476190476190474,66.23809523809524,79.80952380952381,74.80952380952381,45.857142857142854,28.38095238095238,21.0,91.14285714285714,71.61904761904762,59.76190476190476,,64.61904761904762,48.61904761904762,40.26315789473684,240.0,12.0,13.714285714285714,17.333333333333332,18.285714285714285,9,2010
2010-10-01,21.4,22.45,23.45,34.4,65.0,76.4,69.7,46.8,28.0,21.0,91.0,71.35,60.4,,66.5,49.4,37.5,240.0,12.0,13.85,19.6,13.55,10,2010
2010-11-01,22.0,23.0,24.0,36.2,61.8,71.4,65.0,46.3,30.8,21.0,86.7,73.4,65.4,,71.5,53.95,40.4,240.0,12.0,16.65,29.9,15.3,11,2010
2010-12-01,22.0,23.545454545454547,24.0,38.0,60.0,70.72727272727273,67.13636363636364,46.0,32.27272727272727,21.0,85.0,74.68181818181819,69.54545454545455,,73.63636363636364,57.86363636363637,46.90909090909091,250.9090909090909,12.818181818181818,17.5,41.22727272727273,32.0,12,2010
2011-01-01,22.0,24.0,23.05263157894737,38.0,64.26315789473684,68.94736842105263,68.94736842105263,46.21052631578947,31.736842105263158,21.0,82.0,76.0,72.15789473684211,,75.05263157894737,61.10526315789474,37.26315789473684,260.0,14.0,15.842105263157896,40.73684210526316,33.421052631578945,1,2010
2011-02-01,22.0,24.0,23.0,38.0,71.52631578947368,68.0,70.94736842105263,50.0,30.68421052631579,21.0,81.57894736842105,78.21052631578948,74.52631578947368,,76.52631578947368,62.21052631578947,31.05263157894737,260.0,14.0,14.263157894736842,17.157894736842106,12.157894736842104,2,2011
2011-03-01,22.0,24.0,22.045454545454547,38.0,67.45454545454545,65.18181818181819,69.22727272727273,49.90909090909091,29.59090909090909,21.0,79.9090909090909,78.9090909090909,74.27272727272727,,74.13636363636364,59.22727272727273,31.181818181818183,260.0,14.0,11.681818181818182,10.272727272727273,7.181818181818182,3,2011
2011-04-01,22.0,22.0,22.0,36.833333333333336,68.88888888888889,71.77777777777777,70.0,48.333333333333336,29.0,21.0,84.22222222222223,77.0,73.55555555555556,,74.0,56.666666666666664,34.72222222222222,260.0,14.0,10.722222222222221,9.0,7.111111111111111,4,2011
2011-05-01,22.0,22.0,22.0,34.38095238095238,66.42857142857143,70.0,70.0,47.38095238095238,29.0,21.0,89.9047619047619,77.0,74.0,,75.33333333333333,59.19047619047619,37.904761904761905,260.0,14.0,12.952380952380953,9.238095238095237,10.0,5,2011
2011-06-01,22.0,22.0,22.09090909090909,35.13636363636363,64.86363636363636,68.81818181818181,69.86363636363636,45.0,29.0,21.0,93.0,77.0,74.81818181818181,,77.0909090909091,59.13636363636363,38.0,260.0,14.0,11.0,10.090909090909092,10.454545454545455,6,2011
2011-07-01,22.0,22.0,22.476190476190474,40.0,61.23809523809524,68.0,65.0952380952381,45.0,30.142857142857142,21.0,97.14285714285714,77.0,77.23809523809524,,79.80952380952381,57.666666666666664,36.19047619047619,260.0,14.0,11.0,11.0,9.0,7,2011
2011-08-01,22.0,22.0,23.0,42.8,62.0,68.0,65.0,45.0,30.1,21.0,100.0,81.75,78.0,,80.65,60.2,39.9,260.0,14.0,12.6,15.3,8.95,8,2011
2011-09-01,22.0,22.0,23.0,49.40909090909091,66.22727272727273,70.0909090909091,66.81818181818181,45.81818181818182,31.0,21.0,99.63636363636364,84.0909090909091,77.27272727272727,,81.0909090909091,61.40909090909091,40.45454545454545,260.0,14.0,14.409090909090908,14.5,14.409090909090908,9,2011
2011-10-01,22.22222222222222,22.0,24.0,52.44444444444444,65.88888888888889,70.72222222222223,69.0,45.388888888888886,31.166666666666668,21.0,98.66666666666667,86.0,72.66666666666667,,80.72222222222223,57.333333333333336,43.77777777777778,266.6666666666667,14.0,14.0,14.277777777777779,22.22222222222222,10,2011
2011-11-01,23.15,21.5,23.5,53.2,65.0,68.2,68.7,45.7,31.25,23.4,107.95,93.75,75.25,,83.9,62.45,46.0,268.75,14.0,13.35,14.5,24.25,11,2011
